33.93911,67.709953,0.213449805
41.153332,20.168331,1.678106654
28.033886,1.659626,2.970409071
42.546245,1.601554,7.467335669
-11.202692,17.873887,0.420284254
17.060816,-61.796428,4.23352225
-38.416097,-63.616672,3.426481983
12.52111,-69.968338,26.37450321
-25.274398,133.775136,15.45288167
47.516231,14.550072,7.513246156
25.03428,-77.39628,7.6104956
25.930414,50.637772,25.05885496
23.684994,90.356331,0.146281294
13.193887,-59.543198,4.126491124
50.503887,4.469936,10.63967167
17.189877,-88.49765,1.66191243
9.30769,2.315834,0.142157591
32.321384,-64.75737,8.468108418
27.514162,90.433601,0.238879169
-16.290154,-63.588653,0.839700279
-22.328474,24.684866,1.9613582
-14.235004,-51.92528,1.398620609
18.420695,-64.639968,4.009841443
42.733883,25.48583,8.54301079
12.238333,-1.561593,0.066173051
-3.373056,29.918886,0.038597042
12.565679,104.990963,0.140577279
7.369722,12.354722,0.148054522
56.130366,-106.346771,15.65907038
19.513469,-80.566956,9.970251899
6.611111,20.939444,0.067358102
15.454166,18.732207,0.024008122
-35.675147,-71.542969,2.515810521
35.86166,104.195397,2.151570906
4.570868,-74.297333,1.673025787
-11.875001,43.872219,0.151457504
9.748917,-83.753428,0.954653351
21.521757,-77.781167,3.150989961
35.126413,33.429859,5.706562886
56.26392,9.501785,9.770698699
11.825138,42.590275,0.546573667
15.414999,-61.370976,0.827228379
18.735693,-70.162651,1.284840277
-1.831239,-78.183406,1.646869557
13.794185,-88.89653,0.478002407
1.650801,10.267895,0.154636567
9.145,40.489673,0.06276065
61.892635,-6.911806,14.94722024
-16.578193,179.414413,1.117269718
61.92411,25.748151,10.37716896
46.227638,2.213749,6.420670907
-17.679742,-149.406843,2.19973787
-0.803689,11.609444,4.725217704
7.946527,-1.023194,0.260957011
36.137741,-5.345374,4.9037512
39.074208,21.824312,7.284521642
71.706936,-42.604303,9.958938849
15.783471,-90.230759,0.549031916
9.945587,-9.696645,0.166320537
11.803749,-15.180413,0.170258229
4.860416,-58.93018,1.524403714
18.971187,-72.285215,0.139971058
15.199999,-86.241905,0.523188172
47.162494,19.503304,6.713650623
64.963051,-19.020835,7.842665191
20.593684,78.96288,0.7115628
-0.789275,113.921327,0.824341653
33.223191,43.679291,2.730149885
53.41291,-8.24389,8.883722816
31.046051,34.851612,7.788833906
41.87194,12.56738,7.361704582
18.109581,-77.297508,3.106957969
36.204824,138.252924,8.873292835
30.585164,36.238414,2.921791718
-0.023559,37.906193,0.248827871
-3.370417,-168.734039,0.303844667
29.31166,47.481766,24.2904704
33.854721,35.862285,3.038857336
-29.609988,28.233608,0.919071685
6.428055,-9.429499,0.225555876
26.3351,17.228331,8.290020355
49.815273,6.129583,26.19765877
-18.766947,46.869107,0.081884908
-13.254308,34.301525,0.079265038
4.210484,101.975766,3.137365778
3.202778,73.22068,0.790591743
17.570692,-3.996166,0.049816377
35.937496,14.375416,6.098379309
7.131474,171.184478,1.007886169
21.00789,-10.940835,0.446151004
-20.348404,57.552152,1.381911171
23.634501,-102.552784,3.730500739
46.862496,103.846656,4.573372189
31.791702,-7.09262,0.946260352
-18.665695,35.529562,0.077228269
-22.95764,18.49041,0.02851292
-0.522778,166.931503,13.61559463
28.394857,84.124008,0.033835259
52.132633,5.291266,10.59447501
-20.904305,165.618042,9.269474953
-40.900557,174.885971,7.071237612
12.865416,-85.207229,0.614917368
17.607789,8.081666,0.091527858
9.081999,8.675277,0.411426136
60.472024,8.468946,7.429148081
21.512583,55.923255,6.283128973
30.375321,69.345116,0.636761224
7.51498,134.58252,15.55461294
8.537981,-80.782127,1.120426919
-6.314993,143.95555,0.496521842
-23.442503,-58.443832,0.513446243
-9.189967,-75.015152,0.965359974
12.879721,121.774017,0.67417677
51.919438,19.145136,9.66717214
39.399872,-8.224454,4.239198924
25.354826,51.183884,24.71373821
45.943161,24.96676,7.503163349
-1.940278,29.873888,0.075004305
-13.759029,-172.104629,0.63043238
23.885942,45.079162,11.38024918
14.497401,-14.452362,0.421270162
-4.679574,55.491977,2.163048326
8.460555,-11.779889,0.113099067
1.352083,103.819836,14.60237955
-9.64571,160.156194,0.47036942
5.152149,46.199616,0.099143652
-30.559482,22.937506,8.515224106
12.862807,30.217636,0.202623461
3.919305,-56.027783,4.346706031
-26.522503,31.465866,0.493830199
60.128161,18.643501,6.069368319
-6.369028,34.888822,0.089011832
15.870032,100.992541,1.604831986
8.619543,0.824782,0.204317206
-21.178986,-175.198242,0.809296607
10.691803,-61.222503,13.93393977
33.886917,9.537499,1.611506515
38.963745,35.243322,2.705007348
21.694025,-71.797928,2.539473684
-7.109535,177.64933,0.81461735
1.373333,32.290275,0.043527327
37.09024,-95.712891,19.32275118
-32.522779,-55.765835,1.284044091
-15.376706,166.959158,0.450141168
-13.133897,27.849332,0.304698133
-19.015438,29.154857,1.536212158
